municipality;county;obec_kod;okres_kod;vusc_kod;okres_lau1;region_nuts3
Oravský Biely Potok;Tvrdošín;509949;510;5;SK031A;SK031
Podbiel;Tvrdošín;509981;510;5;SK031A;SK031
Suchá Hora;Tvrdošín;510076;510;5;SK031A;SK031
Trstená;Tvrdošín;510106;510;5;SK031A;SK031
Tvrdošín;Tvrdošín;510114;510;5;SK031A;SK031
Vitanová;Tvrdošín;510173;510;5;SK031A;SK031
Zuberec;Tvrdošín;510238;510;5;SK031A;SK031
Zábiedovo;Tvrdošín;510190;510;5;SK031A;SK031
Čimhová;Tvrdošín;518719;510;5;SK031A;SK031
Štefanov nad Oravou;Tvrdošín;510084;510;5;SK031A;SK031
Balog nad Ipľom;Veľký Krtíš;515868;610;6;SK032A;SK032
Brusník;Veľký Krtíš;515884;610;6;SK032A;SK032
Bušince;Veľký Krtíš;515892;610;6;SK032A;SK032
Bátorová;Veľký Krtíš;515876;610;6;SK032A;SK032
Chrastince;Veľký Krtíš;516058;610;6;SK032A;SK032
Chrťany;Veľký Krtíš;516066;610;6;SK032A;SK032
Dačov Lom;Veľký Krtíš;515949;610;6;SK032A;SK032
Dolinka;Veľký Krtíš;515957;610;6;SK032A;SK032
Dolná Strehová;Veľký Krtíš;515965;610;6;SK032A;SK032
Dolné Plachtince;Veľký Krtíš;515973;610;6;SK032A;SK032
Dolné Strháre;Veľký Krtíš;515981;610;6;SK032A;SK032
Glabušovce;Veľký Krtíš;516007;610;6;SK032A;SK032
Horná Strehová;Veľký Krtíš;516015;610;6;SK032A;SK032
Horné Plachtince;Veľký Krtíš;516023;610;6;SK032A;SK032
Horné Strháre;Veľký Krtíš;516031;610;6;SK032A;SK032
Hrušov;Veľký Krtíš;516040;610;6;SK032A;SK032
Ipeľské Predmostie;Veľký Krtíš;516074;610;6;SK032A;SK032
Kamenné Kosihy;Veľký Krtíš;516082;610;6;SK032A;SK032
Kiarov;Veľký Krtíš;516091;610;6;SK032A;SK032
Kleňany;Veľký Krtíš;516104;610;6;SK032A;SK032
Koláre;Veľký Krtíš;516112;610;6;SK032A;SK032
Kosihovce;Veľký Krtíš;516121;610;6;SK032A;SK032
Kosihy nad Ipľom;Veľký Krtíš;516139;610;6;SK032A;SK032
Kováčovce;Veľký Krtíš;516147;610;6;SK032A;SK032
Lesenice;Veľký Krtíš;516155;610;6;SK032A;SK032
Malá Čalomija;Veľký Krtíš;516171;610;6;SK032A;SK032
Malé Straciny;Veľký Krtíš;558206;610;6;SK032A;SK032
Malé Zlievce;Veľký Krtíš;516198;610;6;SK032A;SK032
Malý Krtíš;Veľký Krtíš;558192;610;6;SK032A;SK032
Modrý Kameň;Veľký Krtíš;516210;610;6;SK032A;SK032
Muľa;Veľký Krtíš;516228;610;6;SK032A;SK032
Nenince;Veľký Krtíš;516236;610;6;SK032A;SK032
Nová Ves;Veľký Krtíš;516244;610;6;SK032A;SK032
Obeckov;Veľký Krtíš;516252;610;6;SK032A;SK032
Olováry;Veľký Krtíš;516261;610;6;SK032A;SK032
Opatovská Nová Ves;Veľký Krtíš;516279;610;6;SK032A;SK032
Opava;Veľký Krtíš;516287;610;6;SK032A;SK032
Pravica;Veľký Krtíš;516309;610;6;SK032A;SK032
Príbelce;Veľký Krtíš;516317;610;6;SK032A;SK032
Pôtor;Veľký Krtíš;516295;610;6;SK032A;SK032
Senné;Veľký Krtíš;516368;610;6;SK032A;SK032
Sečianky;Veľký Krtíš;516333;610;6;SK032A;SK032
Seľany;Veľký Krtíš;516341;610;6;SK032A;SK032
Sklabiná;Veľký Krtíš;516376;610;6;SK032A;SK032
Slovenské Kľačany;Veľký Krtíš;516392;610;6;SK032A;SK032
Slovenské Ďarmoty;Veľký Krtíš;516384;610;6;SK032A;SK032
Stredné Plachtince;Veľký Krtíš;516406;610;6;SK032A;SK032
Sucháň;Veľký Krtíš;516414;610;6;SK032A;SK032
Suché Brezovo;Veľký Krtíš;516422;610;6;SK032A;SK032
Trebušovce;Veľký Krtíš;516457;610;6;SK032A;SK032
Veľká Ves nad Ipľom;Veľký Krtíš;516473;610;6;SK032A;SK032
Veľká Čalomija;Veľký Krtíš;516465;610;6;SK032A;SK032
Veľké Straciny;Veľký Krtíš;558214;610;6;SK032A;SK032
Veľké Zlievce;Veľký Krtíš;516490;610;6;SK032A;SK032
Veľký Krtíš;Veľký Krtíš;515850;610;6;SK032A;SK032
Veľký Lom;Veľký Krtíš;516503;610;6;SK032A;SK032
Vieska;Veľký Krtíš;516511;610;6;SK032A;SK032
Vinica;Veľký Krtíš;516520;610;6;SK032A;SK032
Vrbovka;Veľký Krtíš;516538;610;6;SK032A;SK032
Zombor;Veľký Krtíš;516562;610;6;SK032A;SK032
Záhorce;Veľký Krtíš;516546;610;6;SK032A;SK032
Závada;Veľký Krtíš;516554;610;6;SK032A;SK032
Čebovce;Veľký Krtíš;515906;610;6;SK032A;SK032
Čelovce;Veľký Krtíš;515922;610;6;SK032A;SK032
Čeláre;Veľký Krtíš;515914;610;6;SK032A;SK032
Červeňany;Veľký Krtíš;515931;610;6;SK032A;SK032
Ďurkovce;Veľký Krtíš;515990;610;6;SK032A;SK032
Ľuboriečka;Veľký Krtíš;516163;610;6;SK032A;SK032
Širákov;Veľký Krtíš;516431;610;6;SK032A;SK032
Šuľa;Veľký Krtíš;516449;610;6;SK032A;SK032
Želovce;Veľký Krtíš;516571;610;6;SK032A;SK032
Babie;Vranov nad Topľou;544060;713;7;SK041D;SK041
Banské;Vranov nad Topľou;544078;713;7;SK041D;SK041
Benkovce;Vranov nad Topľou;544086;713;7;SK041D;SK041
Bystré;Vranov nad Topľou;544094;713;7;SK041D;SK041
Cabov;Vranov nad Topľou;544108;713;7;SK041D;SK041
Davidov;Vranov nad Topľou;544159;713;7;SK041D;SK041
Detrík;Vranov nad Topľou;544167;713;7;SK041D;SK041
Dlhé Klčovo;Vranov nad Topľou;544175;713;7;SK041D;SK041
Giglovce;Vranov nad Topľou;544191;713;7;SK041D;SK041
Girovce;Vranov nad Topľou;544205;713;7;SK041D;SK041
Hanušovce nad Topľou;Vranov nad Topľou;544213;713;7;SK041D;SK041
Hencovce;Vranov nad Topľou;581674;713;7;SK041D;SK041
Hermanovce nad Topľou;Vranov nad Topľou;544221;713;7;SK041D;SK041
Hlinné;Vranov nad Topľou;544230;713;7;SK041D;SK041
Holčíkovce;Vranov nad Topľou;528731;713;7;SK041D;SK041
Jasenovce;Vranov nad Topľou;528749;713;7;SK041D;SK041
Jastrabie nad Topľou;Vranov nad Topľou;528757;713;7;SK041D;SK041
Juskova Voľa;Vranov nad Topľou;528765;713;7;SK041D;SK041
Kamenná Poruba;Vranov nad Topľou;528773;713;7;SK041D;SK041
Kladzany;Vranov nad Topľou;528781;713;7;SK041D;SK041
Komárany;Vranov nad Topľou;528790;713;7;SK041D;SK041
Kučín;Vranov nad Topľou;528811;713;7;SK041D;SK041
Kvakovce;Vranov nad Topľou;528820;713;7;SK041D;SK041
Majerovce;Vranov nad Topľou;528838;713;7;SK041D;SK041
Malá Domaša;Vranov nad Topľou;528846;713;7;SK041D;SK041
Matiaška;Vranov nad Topľou;528854;713;7;SK041D;SK041
Medzianky;Vranov nad Topľou;528862;713;7;SK041D;SK041
Merník;Vranov nad Topľou;528871;713;7;SK041D;SK041
Michalok;Vranov nad Topľou;528889;713;7;SK041D;SK041
Nižný Hrabovec;Vranov nad Topľou;528901;713;7;SK041D;SK041
Nižný Hrušov;Vranov nad Topľou;528919;713;7;SK041D;SK041
Nižný Kručov;Vranov nad Topľou;528927;713;7;SK041D;SK041
Nová Kelča;Vranov nad Topľou;528935;713;7;SK041D;SK041
Ondavské Matiašovce;Vranov nad Topľou;528943;713;7;SK041D;SK041
Pavlovce;Vranov nad Topľou;528960;713;7;SK041D;SK041
Petkovce;Vranov nad Topľou;528978;713;7;SK041D;SK041
Petrovce;Vranov nad Topľou;528986;713;7;SK041D;SK041
Piskorovce;Vranov nad Topľou;528994;713;7;SK041D;SK041
Poša;Vranov nad Topľou;529001;713;7;SK041D;SK041
Prosačov;Vranov nad Topľou;529028;713;7;SK041D;SK041
Radvanovce;Vranov nad Topľou;529036;713;7;SK041D;SK041
Rafajovce;Vranov nad Topľou;529044;713;7;SK041D;SK041
Remeniny;Vranov nad Topľou;529052;713;7;SK041D;SK041
Rudlov;Vranov nad Topľou;529079;713;7;SK041D;SK041
Ruská Voľa;Vranov nad Topľou;529109;713;7;SK041D;SK041
Sačurov;Vranov nad Topľou;529125;713;7;SK041D;SK041
Sedliská;Vranov nad Topľou;529141;713;7;SK041D;SK041
Sečovská Polianka;Vranov nad Topľou;529133;713;7;SK041D;SK041
Skrabské;Vranov nad Topľou;529150;713;7;SK041D;SK041
Slovenská Kajňa;Vranov nad Topľou;529168;713;7;SK041D;SK041
Soľ;Vranov nad Topľou;529176;713;7;SK041D;SK041
Tovarnianska Polianka;Vranov nad Topľou;529206;713;7;SK041D;SK041
Tovarné;Vranov nad Topľou;529192;713;7;SK041D;SK041
Vavrinec;Vranov nad Topľou;529214;713;7;SK041D;SK041
Vechec;Vranov nad Topľou;529222;713;7;SK041D;SK041
Vlača;Vranov nad Topľou;529231;713;7;SK041D;SK041
Vranov nad Topľou;Vranov nad Topľou;544051;713;7;SK041D;SK041
Vyšný Kazimír;Vranov nad Topľou;529117;713;7;SK041D;SK041
Vyšný Žipov;Vranov nad Topľou;529257;713;7;SK041D;SK041
Zlatník;Vranov nad Topľou;529281;713;7;SK041D;SK041
Zámutov;Vranov nad Topľou;529265;713;7;SK041D;SK041
Čaklov;Vranov nad Topľou;544116;713;7;SK041D;SK041
Čierne nad Topľou;Vranov nad Topľou;544132;713;7;SK041D;SK041
Čičava;Vranov nad Topľou;544124;713;7;SK041D;SK041
Ďapalovce;Vranov nad Topľou;544141;713;7;SK041D;SK041
Ďurďoš;Vranov nad Topľou;544183;713;7;SK041D;SK041
Štefanovce;Vranov nad Topľou;529184;713;7;SK041D;SK041
Žalobín;Vranov nad Topľou;529290;713;7;SK041D;SK041
Beladice;Zlaté Moravce;500062;407;4;SK0237;SK023
Choča;Zlaté Moravce;500321;407;4;SK0237;SK023
Hostie;Zlaté Moravce;500283;407;4;SK0237;SK023
Hosťovce;Zlaté Moravce;500305;407;4;SK0237;SK023
Jedľové Kostoľany;Zlaté Moravce;500364;407;4;SK0237;SK023
Kostoľany pod Tribečom;Zlaté Moravce;500429;407;4;SK0237;SK023
Ladice;Zlaté Moravce;500437;407;4;SK0237;SK023
Lovce;Zlaté Moravce;500461;407;4;SK0237;SK023
Machulince;Zlaté Moravce;500500;407;4;SK0237;SK023
Malé Vozokany;Zlaté Moravce;555924;407;4;SK0237;SK023
Mankovce;Zlaté Moravce;500542;407;4;SK0237;SK023
Martin nad Žitavou;Zlaté Moravce;500551;407;4;SK0237;SK023
Nemčiňany;Zlaté Moravce;500585;407;4;SK0237;SK023
Neverice;Zlaté Moravce;500593;407;4;SK0237;SK023
Nevidzany;Zlaté Moravce;500607;407;4;SK0237;SK023
Obyce;Zlaté Moravce;500658;407;4;SK0237;SK023
Skýcov;Zlaté Moravce;500721;407;4;SK0237;SK023
Slepčany;Zlaté Moravce;500755;407;4;SK0237;SK023
Sľažany;Zlaté Moravce;500747;407;4;SK0237;SK023
Tekovské Nemce;Zlaté Moravce;517305;407;4;SK0237;SK023
Tesárske Mlyňany;Zlaté Moravce;500810;407;4;SK0237;SK023
Topoľčianky;Zlaté Moravce;500828;407;4;SK0237;SK023
Velčice;Zlaté Moravce;500836;407;4;SK0237;SK023
Veľké Vozokany;Zlaté Moravce;555932;407;4;SK0237;SK023
Vieska nad Žitavou;Zlaté Moravce;500909;407;4;SK0237;SK023
Volkovce;Zlaté Moravce;500925;407;4;SK0237;SK023
Zlatno;Zlaté Moravce;500976;407;4;SK0237;SK023
Zlaté Moravce;Zlaté Moravce;500968;407;4;SK0237;SK023
Čaradice;Zlaté Moravce;500127;407;4;SK0237;SK023
Červený Hrádok;Zlaté Moravce;555916;407;4;SK0237;SK023
Čierne Kľačany;Zlaté Moravce;500151;407;4;SK0237;SK023
Žikava;Zlaté Moravce;500984;407;4;SK0237;SK023
Žitavany;Zlaté Moravce;582816;407;4;SK0237;SK023
Babiná;Zvolen;518166;611;6;SK032B;SK032
Bacúrov;Zvolen;518174;611;6;SK032B;SK032
Breziny;Zvolen;518191;611;6;SK032B;SK032
Budča;Zvolen;518204;611;6;SK032B;SK032
Bzovská Lehôtka;Zvolen;518221;611;6;SK032B;SK032
Dobrá Niva;Zvolen;518298;611;6;SK032B;SK032
Dubové;Zvolen;518361;611;6;SK032B;SK032
Hronská Breznica;Zvolen;518476;611;6;SK032B;SK032
Kováčová;Zvolen;518506;611;6;SK032B;SK032
Lešť (vojenský obvod);Zvolen;518581;611;6;SK032B;SK032
Lieskovec;Zvolen;558133;611;6;SK032B;SK032
Lukavica;Zvolen;558087;611;6;SK032B;SK032
Michalková;Zvolen;518654;611;6;SK032B;SK032
Ostrá Lúka;Zvolen;518671;611;6;SK032B;SK032
Očová;Zvolen;518662;611;6;SK032B;SK032
Pliešovce;Zvolen;518689;611;6;SK032B;SK032
Podzámčok;Zvolen;518697;611;6;SK032B;SK032
Sielnica;Zvolen;518760;611;6;SK032B;SK032
Sliač;Zvolen;518808;611;6;SK032B;SK032
Sása;Zvolen;518727;611;6;SK032B;SK032
Turová;Zvolen;518891;611;6;SK032B;SK032
Tŕnie;Zvolen;518875;611;6;SK032B;SK032
Veľká Lúka;Zvolen;581585;611;6;SK032B;SK032
Zvolen;Zvolen;518158;611;6;SK032B;SK032
Zvolenská Slatina;Zvolen;518972;611;6;SK032B;SK032
Železná Breznica;Zvolen;518981;611;6;SK032B;SK032
Dlhá nad Kysucou;Čadca;509167;502;5;SK0312;SK031
Dunajov;Čadca;509183;502;5;SK0312;SK031
Klokočov;Čadca;509213;502;5;SK0312;SK031
Klubina;Čadca;509221;502;5;SK0312;SK031
Korňa;Čadca;509230;502;5;SK0312;SK031
Krásno nad Kysucou;Čadca;509248;502;5;SK0312;SK031
Makov;Čadca;509299;502;5;SK0312;SK031
Nová Bystrica;Čadca;509311;502;5;SK0312;SK031
Olešná;Čadca;509337;502;5;SK0312;SK031
Oščadnica;Čadca;509345;502;5;SK0312;SK031
Podvysoká;Čadca;509361;502;5;SK0312;SK031
Radôstka;Čadca;509396;502;5;SK0312;SK031
Raková;Čadca;509400;502;5;SK0312;SK031
Skalité;Čadca;509451;502;5;SK0312;SK031
Stará Bystrica;Čadca;509477;502;5;SK0312;SK031
Staškov;Čadca;509485;502;5;SK0312;SK031
Svrčinovec;Čadca;509493;502;5;SK0312;SK031
Turzovka;Čadca;509507;502;5;SK0312;SK031
Vysoká nad Kysucou;Čadca;509515;502;5;SK0312;SK031
Zborov nad Bystricou;Čadca;509531;502;5;SK0312;SK031
Zákopčie;Čadca;509523;502;5;SK0312;SK031
Čadca;Čadca;509132;502;5;SK0312;SK031
Čierne;Čadca;509159;502;5;SK0312;SK031
Diakovce;Šaľa;503711;405;4;SK0235;SK023
Dlhá nad Váhom;Šaľa;503720;405;4;SK0235;SK023
Horná Kráľová;Šaľa;555878;405;4;SK0235;SK023
Hájske;Šaľa;500241;405;4;SK0235;SK023
Kráľová nad Váhom;Šaľa;503886;405;4;SK0235;SK023
Močenok;Šaľa;500739;405;4;SK0235;SK023
Neded;Šaľa;503932;405;4;SK0235;SK023
Selice;Šaľa;503991;405;4;SK0235;SK023
Tešedíkovo;Šaľa;504068;405;4;SK0235;SK023
Trnovec nad Váhom;Šaľa;504092;405;4;SK0235;SK023
Vlčany;Šaľa;504165;405;4;SK0235;SK023
Šaľa;Šaľa;504025;405;4;SK0235;SK023
Žihárec;Šaľa;504190;405;4;SK0235;SK023
Brehy;Žarnovica;581607;612;6;SK032C;SK032
Hodruša-Hámre;Žarnovica;516759;612;6;SK032C;SK032
Horné Hámre;Žarnovica;516805;612;6;SK032C;SK032
Hrabičov;Žarnovica;516813;612;6;SK032C;SK032
Hronský Beňadik;Žarnovica;516830;612;6;SK032C;SK032
Kľak;Žarnovica;516902;612;6;SK032C;SK032
Malá Lehota;Žarnovica;517062;612;6;SK032C;SK032
Nová Baňa;Žarnovica;517097;612;6;SK032C;SK032
Orovnica;Žarnovica;580546;612;6;SK032C;SK032
Ostrý Grúň;Žarnovica;517119;612;6;SK032C;SK032
Píla;Žarnovica;517127;612;6;SK032C;SK032
Rudno nad Hronom;Žarnovica;517232;612;6;SK032C;SK032
Tekovská Breznica;Žarnovica;517291;612;6;SK032C;SK032
Veľká Lehota;Žarnovica;517330;612;6;SK032C;SK032
Veľké Pole;Žarnovica;517348;612;6;SK032C;SK032
Voznica;Žarnovica;517356;612;6;SK032C;SK032
Žarnovica;Žarnovica;517381;612;6;SK032C;SK032
Župkov;Žarnovica;517399;612;6;SK032C;SK032
Bartošova Lehôtka;Žiar nad Hronom;516660;613;6;SK032D;SK032
Bzenica;Žiar nad Hronom;516708;613;6;SK032D;SK032
Dolná Trnávka;Žiar nad Hronom;516724;613;6;SK032D;SK032
Dolná Ves;Žiar nad Hronom;516732;613;6;SK032D;SK032
Dolná Ždaňa;Žiar nad Hronom;516741;613;6;SK032D;SK032
Hliník nad Hronom;Žiar nad Hronom;516767;613;6;SK032D;SK032
Horná Ves;Žiar nad Hronom;581747;613;6;SK032D;SK032
Horná Ždaňa;Žiar nad Hronom;516791;613;6;SK032D;SK032
Hronská Dúbrava;Žiar nad Hronom;516821;613;6;SK032D;SK032
Ihráč;Žiar nad Hronom;516848;613;6;SK032D;SK032
Janova Lehota;Žiar nad Hronom;516872;613;6;SK032D;SK032
Jastrabá;Žiar nad Hronom;516881;613;6;SK032D;SK032
Kopernica;Žiar nad Hronom;516937;613;6;SK032D;SK032
Kosorín;Žiar nad Hronom;516945;613;6;SK032D;SK032
Krahule;Žiar nad Hronom;516961;613;6;SK032D;SK032
Kremnica;Žiar nad Hronom;516970;613;6;SK032D;SK032
Kremnické Bane;Žiar nad Hronom;516988;613;6;SK032D;SK032
Kunešov;Žiar nad Hronom;516996;613;6;SK032D;SK032
Ladomerská Vieska;Žiar nad Hronom;599328;613;6;SK032D;SK032
Lehôtka pod Brehmi;Žiar nad Hronom;517011;613;6;SK032D;SK032
Lovča;Žiar nad Hronom;517020;613;6;SK032D;SK032
Lovčica-Trubín;Žiar nad Hronom;517038;613;6;SK032D;SK032
Lutila;Žiar nad Hronom;599336;613;6;SK032D;SK032
Lúčky;Žiar nad Hronom;517046;613;6;SK032D;SK032
Nevoľné;Žiar nad Hronom;517089;613;6;SK032D;SK032
Pitelová;Žiar nad Hronom;517135;613;6;SK032D;SK032
Prestavlky;Žiar nad Hronom;517186;613;6;SK032D;SK032
Prochot;Žiar nad Hronom;517194;613;6;SK032D;SK032
Repište;Žiar nad Hronom;517216;613;6;SK032D;SK032
Sklené Teplice;Žiar nad Hronom;517241;613;6;SK032D;SK032
Slaská;Žiar nad Hronom;517259;613;6;SK032D;SK032
Stará Kremnička;Žiar nad Hronom;517267;613;6;SK032D;SK032
Trnavá Hora;Žiar nad Hronom;517313;613;6;SK032D;SK032
Vyhne;Žiar nad Hronom;517364;613;6;SK032D;SK032
Žiar nad Hronom;Žiar nad Hronom;516589;613;6;SK032D;SK032
Belá;Žilina;517429;511;5;SK031B;SK031
Bitarová;Žilina;547522;511;5;SK031B;SK031
Brezany;Žilina;547557;511;5;SK031B;SK031
Divina;Žilina;517488;511;5;SK031B;SK031
Divinka;Žilina;517496;511;5;SK031B;SK031
Dlhé Pole;Žilina;517500;511;5;SK031B;SK031
Dolná Tižina;Žilina;517518;511;5;SK031B;SK031
Dolný Hričov;Žilina;517526;511;5;SK031B;SK031
Fačkov;Žilina;517542;511;5;SK031B;SK031
Gbeľany;Žilina;517551;511;5;SK031B;SK031
Horný Hričov;Žilina;517593;511;5;SK031B;SK031
Hričovské Podhradie;Žilina;547590;511;5;SK031B;SK031
Hôrky;Žilina;517577;511;5;SK031B;SK031
Jasenové;Žilina;517640;511;5;SK031B;SK031
Kamenná Poruba;Žilina;517658;511;5;SK031B;SK031
Konská;Žilina;517682;511;5;SK031B;SK031
Kotrčiná Lúčka;Žilina;517704;511;5;SK031B;SK031
Krasňany;Žilina;517712;511;5;SK031B;SK031
Kunerad;Žilina;517721;511;5;SK031B;SK031
Kľače;Žilina;557994;511;5;SK031B;SK031
Lietava;Žilina;517739;511;5;SK031B;SK031
Lietavská Lúčka;Žilina;557935;511;5;SK031B;SK031
Lietavská Svinná-Babkov;Žilina;517755;511;5;SK031B;SK031
Lutiše;Žilina;517763;511;5;SK031B;SK031
Lysica;Žilina;517771;511;5;SK031B;SK031
Malá Čierna;Žilina;517780;511;5;SK031B;SK031
Mojš;Žilina;517801;511;5;SK031B;SK031
Nededza;Žilina;517828;511;5;SK031B;SK031
Nezbudská Lúčka;Žilina;558168;511;5;SK031B;SK031
Ovčiarsko;Žilina;547611;511;5;SK031B;SK031
Paština Závada;Žilina;547620;511;5;SK031B;SK031
Podhorie;Žilina;517879;511;5;SK031B;SK031
Porúbka;Žilina;557960;511;5;SK031B;SK031
Rajec;Žilina;517917;511;5;SK031B;SK031
Rajecká Lesná;Žilina;517925;511;5;SK031B;SK031
Rajecké Teplice;Žilina;517933;511;5;SK031B;SK031
Rosina;Žilina;517941;511;5;SK031B;SK031
Strečno;Žilina;517984;511;5;SK031B;SK031
Stránske;Žilina;517968;511;5;SK031B;SK031
Stráňavy;Žilina;517950;511;5;SK031B;SK031
Stráža;Žilina;517976;511;5;SK031B;SK031
Svederník;Žilina;518000;511;5;SK031B;SK031
Teplička nad Váhom;Žilina;518034;511;5;SK031B;SK031
Terchová;Žilina;518042;511;5;SK031B;SK031
Turie;Žilina;518051;511;5;SK031B;SK031
Varín;Žilina;518069;511;5;SK031B;SK031
Veľká Čierna;Žilina;518077;511;5;SK031B;SK031
Višňové;Žilina;518093;511;5;SK031B;SK031
Zbyňov;Žilina;518131;511;5;SK031B;SK031
Čičmany;Žilina;517470;511;5;SK031B;SK031
Ďurčiná;Žilina;557986;511;5;SK031B;SK031
Šuja;Žilina;581712;511;5;SK031B;SK031
Žilina;Žilina;517402;511;5;SK031B;SK031
